amount,close_date,close_rate,close_timestamp,enter_tag,exit_reason,fee_close,fee_open,funding_fees,initial_stop_loss_abs,initial_stop_loss_ratio,is_open,is_short,leverage,max_rate,max_stake_amount,min_rate,open_date,open_rate,open_timestamp,orders,pair,profit_abs,profit_ratio,stake_amount,stop_loss_abs,stop_loss_ratio,trade_duration
0.001,2025-01-05 14:05:00+00:00,97734.1,1736085900000,freqai_long,exit_signal,0.0006,0.0006,0.0,92983.72,-0.05,False,False,1.0,97980.0,97.8776,97606.8,2025-01-05 13:20:00+00:00,97877.6,1736083200000,"[{'amount': 0.001, 'safe_price': 97877.6, 'ft_order_side': 'buy', 'order_filled_timestamp': 1736083200000, 'ft_is_entry': True, 'ft_order_tag': 'freqai_long', 'cost': 97.93632656}, {'amount': 0.001, 'safe_price': 97734.1, 'ft_order_side': 'sell', 'order_filled_timestamp': 1736085900000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 97.79274046}]",BTC/USDT:USDT,-0.26086702,-0.002663639010803429,97.8776,92983.72,-0.05,45
0.001,2025-01-05 17:50:00+00:00,97626.4,1736099400000,freqai_long,exit_signal,0.0006,0.0006,-0.007327699678,92965.00499999999,-0.05,False,False,1.0,98308.6,97.8579,97600.1,2025-01-05 15:10:00+00:00,97857.9,1736089800000,"[{'amount': 0.001, 'safe_price': 97857.9, 'ft_order_side': 'buy', 'order_filled_timestamp': 1736089800000, 'ft_is_entry': True, 'ft_order_tag': 'freqai_long', 'cost': 97.91661474}, {'amount': 0.001, 'safe_price': 97626.4, 'ft_order_side': 'sell', 'order_filled_timestamp': 1736099400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 97.68497583999998}]",BTC/USDT:USDT,-0.35611828,-0.0036369545755396897,97.8579,92965.00499999999,-0.05,160
