1640995259999,170.14000000
1640995319999,170.40000000
1640995379999,170.53000000
1640995439999,170.34000000
1640995499999,170.40000000
1640995559999,170.65000000
1640995619999,170.86000000
1640995679999,170.74000000
1640995739999,170.64000000
1640995799999,170.60000000
1640995859999,170.62000000
1640995919999,170.36000000
1640995979999,170.47000000
1640996039999,170.77000000
1640996099999,170.85000000
1640996159999,170.87000000
1640996219999,171.20000000
1640996279999,171.00000000
1640996339999,171.08000000
1640996399999,171.07000000
1640996459999,171.07000000
1640996519999,171.25000000
1640996579999,171.27000000
1640996639999,171.11000000
1640996699999,171.20000000
1640996759999,171.35000000
1640996819999,171.35000000
1640996879999,171.13000000
1640996939999,171.24000000
1640996999999,171.14000000
1640997059999,171.09000000
1640997119999,171.17000000
1640997179999,171.30000000
1640997239999,171.38000000
1640997299999,171.46000000
1640997359999,171.38000000
1640997419999,171.62000000
1640997479999,171.52000000
1640997539999,171.44000000
1640997599999,171.64000000
1640997659999,171.78000000
1640997719999,171.84000000
1640997779999,171.73000000
1640997839999,171.78000000
1640997899999,171.75000000
1640997959999,171.72000000
1640998019999,171.73000000
1640998079999,172.07000000
1640998139999,172.34000000
1640998199999,172.28000000
1640998259999,172.25000000
1640998319999,172.29000000
1640998379999,172.32000000
1640998439999,172.33000000
1640998499999,172.37000000
1640998559999,172.47000000
1640998619999,172.46000000
1640998679999,172.54000000
1640998739999,172.52000000
1640998799999,172.38000000
1640998859999,172.29000000
1640998919999,172.09000000
1640998979999,172.03000000
1640999039999,171.80000000
1640999099999,171.90000000
1640999159999,172.09000000
1640999219999,172.42000000
1640999279999,172.45000000
1640999339999,172.60000000
1640999399999,172.63000000
1640999459999,172.77000000
1640999519999,172.63000000
1640999579999,172.73000000
1640999639999,172.82000000
1640999699999,172.87000000
1640999759999,172.84000000
1640999819999,173.07000000
1640999879999,173.15000000
1640999939999,173.30000000
1640999999999,173.47000000
1641000059999,173.63000000
1641000119999,174.17000000
1641000179999,174.02000000
1641000239999,174.02000000
1641000299999,173.84000000
1641000359999,173.74000000
1641000419999,173.85000000
1641000479999,173.75000000
1641000539999,173.73000000
1641000599999,173.73000000
1641000659999,173.94000000
1641000719999,173.95000000
1641000779999,174.21000000
1641000839999,174.19000000
1641000899999,174.08000000
1641000959999,173.97000000
1641001019999,174.09000000
1641001079999,173.99000000
1641001139999,174.08000000
1641001199999,173.90000000
1641001259999,173.90000000
1641001319999,173.72000000
1641001379999,173.61000000
1641001439999,173.61000000
1641001499999,173.46000000
1641001559999,173.47000000
1641001619999,173.29000000
1641001679999,173.26000000
1641001739999,173.27000000
1641001799999,173.14000000
1641001859999,173.14000000
1641001919999,173.51000000
1641001979999,173.26000000
1641002039999,172.51000000
1641002099999,172.66000000
1641002159999,172.61000000
1641002219999,172.63000000
1641002279999,172.61000000
1641002339999,172.75000000
1641002399999,172.73000000
1641002459999,172.93000000
1641002519999,172.78000000
1641002579999,172.83000000
1641002639999,172.96000000
1641002699999,172.97000000
1641002759999,172.89000000
1641002819999,172.94000000
1641002879999,172.84000000
1641002939999,172.88000000
1641002999999,172.61000000
1641003059999,172.64000000
1641003119999,172.67000000
1641003179999,172.78000000
1641003239999,172.77000000
1641003299999,172.70000000
1641003359999,172.91000000
1641003419999,172.97000000
1641003479999,173.15000000
1641003539999,173.17000000
1641003599999,173.15000000
1641003659999,173.13000000
1641003719999,173.05000000
1641003779999,172.98000000
1641003839999,172.93000000
1641003899999,172.78000000
1641003959999,172.88000000
1641004019999,172.89000000
1641004079999,172.94000000
1641004139999,173.09000000
1641004199999,172.96000000
1641004259999,172.99000000
1641004319999,172.88000000
1641004379999,172.74000000
1641004439999,172.82000000
1641004499999,172.84000000
1641004559999,172.87000000
1641004619999,172.74000000
1641004679999,172.66000000
1641004739999,172.60000000
1641004799999,172.75000000
1641004859999,172.84000000
1641004919999,172.93000000
1641004979999,172.85000000
1641005039999,172.82000000
1641005099999,172.71000000
1641005159999,172.62000000
1641005219999,172.64000000
1641005279999,172.73000000
1641005339999,172.68000000
1641005399999,172.74000000
1641005459999,172.67000000
1641005519999,172.81000000
1641005579999,172.78000000
1641005639999,172.87000000
1641005699999,172.78000000
1641005759999,172.82000000
1641005819999,172.95000000
1641005879999,172.66000000
1641005939999,172.78000000
1641005999999,172.75000000
1641006059999,172.78000000
1641006119999,172.70000000
1641006179999,172.65000000
1641006239999,172.57000000
1641006299999,172.65000000
1641006359999,172.57000000
1641006419999,172.65000000
1641006479999,172.68000000
1641006539999,172.62000000
1641006599999,172.68000000
1641006659999,172.76000000
1641006719999,172.72000000
1641006779999,172.71000000
1641006839999,172.65000000
1641006899999,172.69000000
1641006959999,172.68000000
1641007019999,172.78000000
1641007079999,172.82000000
1641007139999,172.74000000
1641007199999,172.64000000
1641007259999,172.63000000
1641007319999,172.64000000
1641007379999,172.61000000
1641007439999,172.55000000
1641007499999,172.51000000
1641007559999,172.58000000
1641007619999,172.58000000
1641007679999,172.57000000
1641007739999,172.61000000
1641007799999,172.65000000
1641007859999,172.67000000
1641007919999,172.83000000
1641007979999,172.73000000
1641008039999,172.96000000
1641008099999,172.92000000
